"trans_id","lang","translation"
"四郎丸","ja","四郎丸"
"四郎丸","ja-Hrkt","シロウマル"
"四里塚","en","Yorizuka"
"四里塚","ja","四里塚"
"四里塚","ja-Hrkt","ヨリヅカ"
"団地中央口","en","Danchi Chuoguchi"
"団地中央口","ja","団地中央口"
"団地中央口","ja-Hrkt","ダンチチュウオウグチ"
"団地入口（合志）","en","Danchi Iriguchi"
"団地入口（合志）","ja","団地入口（合志）"
"団地入口（合志）","ja-Hrkt","ダンチイリグチ"
"団地入口（熊本）","en","Danchi Iriguchi"
"団地入口（熊本）","ja","団地入口（熊本）"
"団地入口（熊本）","ja-Hrkt","ダンチイリグチ"
"団地東","en","Danchi Higashi"
"団地東","ja","団地東"
"団地東","ja-Hrkt","ダンチヒガシ"
"団子原","en","Dangobaru"
"団子原","ja","団子原"
"団子原","ja-Hrkt","ダンゴバル"
"図書館前（苓北）","en","Toshokan Mae"
"図書館前（苓北）","ja","図書館前（苓北）"
"図書館前（苓北）","ja-Hrkt","トショカンマエ"
"国府","en","Kokubu"
"国府","ja","国府"
"国府","ja-Hrkt","コクブ(コクフ)"
"国民宿舎前","en","Kokuminshukusha Shako Mae"
"国民宿舎前","ja","国民宿舎前"
"国民宿舎前","ja-Hrkt","コクミンシュクシャシャコマエ"
"国町","en","Kokucho"
"国町","ja","国町"
"国町","ja-Hrkt","コクチョウ"
"国町駐車場","en","Kokucho Chushajo"
"国町駐車場","ja","国町駐車場"
"国町駐車場","ja-Hrkt","コクチョウチュウシャジョウ"
"国立病院前","en","Kokuritsu Byoin Mae(Kokuritsul Hospital)"
"国立病院前","ja","国立病院前"
"国立病院前","ja-Hrkt","コクリツビョウインマエ"
"国立病院（構内）","en","Kokuritsu Byouin"
"国立病院（構内）","ja","国立病院（構内）"
"国立病院（構内）","ja-Hrkt","コクリツビョウインマエ"
"国際線ターミナル","en","International Terminal"
"国際線ターミナル","ja","国際線ターミナル"
"国際線ターミナル","ja-Hrkt","コクサイセンターミナル"
"園山","en","Sonoyama"
"園山","ja","園山"
"園山","ja-Hrkt","ソノヤマ"
"土山","en","Tsuchiyama"
"土山","ja","土山"
"土山","ja-Hrkt","ツチヤマ"
"土林","en","Tsuchibayashi"
"土林","ja","土林"
"土林","ja-Hrkt","ツチバヤシ"
"土河原","en","Togawara"
"土河原","ja","土河原"
"土河原","ja-Hrkt","トガワラ"
"土用月","en","Doyozuki"
"土用月","ja","土用月"
"土用月","ja-Hrkt","ドヨウヅキ"
"地下","en","Jige"
"地下","ja","地下"
"地下","ja-Hrkt","ジゲ"
"地蔵原","en","Jizobaru"
"地蔵原","ja","地蔵原"
"地蔵原","ja-Hrkt","ジゾウバル"
"坂の上","en","Sakanoue"
"坂の上","ja","坂の上"
"坂の上","ja-Hrkt","サカノウエ"
"坂の上口","en","Sakanoueguchi"
"坂の上口","ja","坂の上口"
"坂の上口","ja-Hrkt","サカノウエグチ"
"坂の下（下硯川）","en","Sakanoshita"
"坂の下（下硯川）","ja","坂の下（下硯川）"
"坂の下（下硯川）","ja-Hrkt","サカノシタ"
"坂下（五木）","en","Sakashita(Itsuki)"
"坂下（五木）","ja","坂下（五木）"
"坂下（五木）","ja-Hrkt","サカシタ(イツキ)"
"坂下（南関）","en","Sakashita(Nankan)"
"坂下（南関）","ja","坂下（南関）"
"坂下（南関）","ja-Hrkt","サカシタ"
"坂下（小国）","en","Sakanoshita"
"坂下（小国）","ja","坂下（小国）"
"坂下（小国）","ja-Hrkt","サカノシタ"
"坂口","en","Sakaguchi"
"坂口","ja","坂口"
"坂口","ja-Hrkt","サカグチ"
"坂本善三美術館","en","Sakamoto Zenzo Art"
"坂本善三美術館","ja","坂本善三美術館"
"坂本善三美術館","ja-Hrkt","サカモトゼンゾウビジュツカン"
"坂本病院前","en","Sakamoto Byoin Mae(Sakamoto Hospital)"
"坂本病院前","ja","坂本病院前"
"坂本病院前","ja-Hrkt","サカモトビョウインマエ"
"坂本駅前","en","Sakamoto Sta."
"坂本駅前","ja","坂本駅前"
"坂本駅前","ja-Hrkt","サカモトエキマエ"
"坂本（八代）","en","Sakamoto"
"坂本（八代）","ja","坂本（八代）"
"坂本（八代）","ja-Hrkt","サカモト"
"坂本（大矢野）","en","Sakamoto(Oyano)"
"坂本（大矢野）","ja","坂本（大矢野）"
"坂本（大矢野）","ja-Hrkt","サカモト(オオヤノ)"
"坂本（小国）","en","Sakamoto(Oguni)"
"坂本（小国）","ja","坂本（小国）"
"坂本（小国）","ja-Hrkt","サカモト(オグニ)"
"坂東","en","Bando"
"坂東","ja","坂東"
"坂東","ja-Hrkt","バンドウ"
"坂梨ハートクリニック前","en","Sakanasihaatokurinixtukumae"
"坂梨ハートクリニック前","ja","坂梨ハートクリニック前"
"坂梨ハートクリニック前","ja-Hrkt","サカナシハートクリニックマエ"
"坂梨保育園前","en","Sakanashi Hoikuen Mae"
"坂梨保育園前","ja","坂梨保育園前"
"坂梨保育園前","ja-Hrkt","サカナシホイクエンマエ"
"坂梨公民館前","en","Sakanashi Kominkan Mae"
"坂梨公民館前","ja","坂梨公民館前"
"坂梨公民館前","ja-Hrkt","サカナシコウミンカンマエ"
"坂瀬川宮の前","en","Sakasegawamiyanomae"
"坂瀬川宮の前","ja","坂瀬川宮の前"
"坂瀬川宮の前","ja-Hrkt","サカセガワミヤノマエ"
"坂瀬川郵便局前","en","Sakasegawa Yubinkyoku Mae(Sakasegawa Post Office)"
"坂瀬川郵便局前","ja","坂瀬川郵便局前"
"坂瀬川郵便局前","ja-Hrkt","サカセガワユウビンキョクマエ"
"坂田","en","Sakata"
"坂田","ja","坂田"
"坂田","ja-Hrkt","サカタ"
"坊中","en","Boutyu"
"坊中","ja","坊中"
"坊中","ja-Hrkt","ボウチュウ"
"坊中四つ角","en","Bochuyotsukado"
"坊中四つ角","ja","坊中四つ角"
"坊中四つ角","ja-Hrkt","ボウチュウヨツカド"
"坪井","en","Tsuboi"
"坪井","ja","坪井"
"坪井","ja-Hrkt","ツボイ"
"坪井横町","en","Tsuboiyokomachi"
"坪井横町","ja","坪井横町"
"坪井横町","ja-Hrkt","ツボイヨコマチ"
"垂玉（小島）","en","Tarutama(Oshima)"
"垂玉（小島）","ja","垂玉（小島）"
"垂玉（小島）","ja-Hrkt","タルタマ(オシマ)"
"埋立","en","Umetate"
"埋立","ja","埋立"
"埋立","ja-Hrkt","ウメタテ"
"城の下","en","Jonoshita"
"城の下","ja","城の下"
"城の下","ja-Hrkt","ジョウノシタ"
"城の浦","en","Jonora"
"城の浦","ja","城の浦"
"城の浦","ja-Hrkt","ジョウノウラ"
"城ヶ花","en","Jogahana"
"城ヶ花","ja","城ヶ花"
"城ヶ花","ja-Hrkt","ジョウガハナ"
"城・神馬団地入口","en","Jo･Shimme Danchi Iriguchi"
"城・神馬団地入口","ja","城・神馬団地入口"
"城・神馬団地入口","ja-Hrkt","ジョウ･シンメダンチイリグチ"
"城下（天草）","en","Shiroshita"
"城下（天草）","ja","城下（天草）"
"城下（天草）","ja-Hrkt","ジョウシタ"
"城下（菊池）","en","Joshita"
"城下（菊池）","ja","城下（菊池）"
"城下（菊池）","ja-Hrkt","シロシタ"
"城北校前","en","Johokuko Mae"
"城北校前","ja","城北校前"
"城北校前","ja-Hrkt","ジョウホクコウマエ"
"城北高校前","en","Johoku Koko Mae"
"城北高校前","ja","城北高校前"
"城北高校前","ja-Hrkt","ジョウホクコウコウマエ"
"城南","en","Jonan"
"城南","ja","城南"
"城南","ja-Hrkt","ジョウナン"
"城南まちづくりセンター入口","en","Jonan Machizukuri Center Iriguchi"
"城南まちづくりセンター入口","ja","城南まちづくりセンター入口"
"城南まちづくりセンター入口","ja-Hrkt","ジョウナンマチヅクリセンターイリグチ"
"城南・記念碑前","en","Jonan Kinenhi Mae"
"城南・記念碑前","ja","城南・記念碑前"
"城南・記念碑前","ja-Hrkt","ジョウナンキネンヒマエ"
"城南団地前","en","Jonan Danchi Mae"
"城南団地前","ja","城南団地前"
"城南団地前","ja-Hrkt","ジョウナンダンチマエ"
"城南（高速）","en","Jonan"
"城南（高速）","ja","城南（高速）"
"城南（高速）","ja-Hrkt","ジョウナン"
"城塚","en","Jozuka"
"城塚","ja","城塚"
"城塚","ja-Hrkt","ジョウヅカ"
"城山下代","en","Jozanshimodai"
"城山下代","ja","城山下代"
"城山下代","ja-Hrkt","ジョウザンシモダイ"
"城山保育園入口","en","Jozan Hoikuen Iriguchi"
"城山保育園入口","ja","城山保育園入口"
"城山保育園入口","ja-Hrkt","ジョウザンホイクエンイリグチ"
"城山公園入口","en","Shiroyama Koen Iriguchi(Shiroyama Park)"
"城山公園入口","ja","城山公園入口"
"城山公園入口","ja-Hrkt","シロヤマコウエンイリグチ"
"城山公園前","en","Shiroyama Koen Mae(Shiroyama Park)"
"城山公園前","ja","城山公園前"
"城山公園前","ja-Hrkt","シロヤマコウエンマエ"
"城山小学校前","en","Jozan Shogakko Mae"
"城山小学校前","ja","城山小学校前"
"城山小学校前","ja-Hrkt","ジョウザンショウガッコウマエ"
"城山小学校前（西回り）","en","Jozan Shogakko Mae"
"城山小学校前（西回り）","ja","城山小学校前（西回り）"
"城山小学校前（西回り）","ja-Hrkt","ジョウザンショウガッコウマエ"
"城島高原","en","T.B.D."
"城島高原","ja","城島高原"
"城島高原","ja-Hrkt","キジマコウゲン"
"城木場","en","Jonokoba"
"城木場","ja","城木場"
"城木場","ja-Hrkt","ジョウコバ"
"城本","en","Shiromoto"
"城本","ja","城本"
"城本","ja-Hrkt","シロモト"
"城東町","en","Jotomachi"
"城東町","ja","城東町"
"城東町","ja-Hrkt","ジョウトウマチ"
"城河原郵便局前","en","Jogawara Yubinkyoku Mae(Jogawara Post Office)"
"城河原郵便局前","ja","城河原郵便局前"
"城河原郵便局前","ja-Hrkt","ジョウガワラユウビンキョクマエ"
"城西校前","en","Joseiko Mae"
"城西校前","ja","城西校前"
"城西校前","ja-Hrkt","ジョウセイコウマエ"
"城西校北","en","Joseiko Kita"
"城西校北","ja","城西校北"
"城西校北","ja-Hrkt","ジョウセイコウキタ"
"城（天草）","en","Jo"
"城（天草）","ja","城（天草）"
"城（天草）","ja-Hrkt","ジョウ"
"城（山鹿）","en","Jou"
"城（山鹿）","ja","城（山鹿）"
"城（山鹿）","ja-Hrkt","ジョウ"
"基山（高速）","en","Kiyama(Kosoku)"
"基山（高速）","ja","基山（高速）"
"基山（高速）","ja-Hrkt","キヤマ(コウソク)"
"堀の内","en","Horinochi"
"堀の内","ja","堀の内"
"堀の内","ja-Hrkt","ホリノウチ"
"堀下","en","Horishimo"
"堀下","ja","堀下"
"堀下","ja-Hrkt","ホリシモ"
"堀切（八代）","en","Horikiri(Yatsushiro)"
"堀切（八代）","ja","堀切（八代）"
"堀切（八代）","ja-Hrkt","ホリキリ(ヤツシロ)"
"堀切（天草）","en","Horikiri"
"堀切（天草）","ja","堀切（天草）"
"堀切（天草）","ja-Hrkt","ホリキリ"
"堀切（山西）","en","Horikiri(Yamanishi)"
"堀切（山西）","ja","堀切（山西）"
"堀切（山西）","ja-Hrkt","ホリキリ(ヤマニシ)"
"堀川","en","Horikawa"
"堀川","ja","堀川"
"堀川","ja-Hrkt","ホリカワ"
"堀渡り","en","Horiwatari"
"堀渡り","ja","堀渡り"
"堀渡り","ja-Hrkt","ホリワタリ"
"堀田","en","Horita"
"堀田","ja","堀田"
"堀田","ja-Hrkt","ホリタ"
"堀（人吉）","en","Hori"
"堀（人吉）","ja","堀（人吉）"
"堀（人吉）","ja-Hrkt","ホリ"
"堀（天草）","en","Hori"
"堀（天草）","ja","堀（天草）"
"堀（天草）","ja-Hrkt","ホリ"
"堂の前","en","Donomae"
"堂の前","ja","堂の前"
"堂の前","ja-Hrkt","ドウノマエ"
"堂免公園前","en","Domen Koen Mae(Domen Park)"
"堂免公園前","ja","堂免公園前"
"堂免公園前","ja-Hrkt","ドウメンコウエンマエ"
"堂原","en","Dobaru"
"堂原","ja","堂原"
"堂原","ja-Hrkt","ドウバル"
"堂園","en","Dozono"
"堂園","ja","堂園"
"堂園","ja-Hrkt","ドウゾノ"
"堂山","en","Doyama"
"堂山","ja","堂山"
"堂山","ja-Hrkt","ドウヤマ"
"堅志田（新道）","en","Katashida"
"堅志田（新道）","ja","堅志田（新道）"
"堅志田（新道）","ja-Hrkt","カタシダ"
"堅志田（旧道）","en","Katashida(Kyudo)"
"堅志田（旧道）","ja","堅志田（旧道）"
"堅志田（旧道）","ja-Hrkt","カタシダ(キュウドウ)"
"堤病院前","en","Tsutsumi Byoin Mae(Tsutsumi Hospital)"
"堤病院前","ja","堤病院前"
"堤病院前","ja-Hrkt","ツツミビョウインマエ"
"場貫","en","Banuki"
"場貫","ja","場貫"
"場貫","ja-Hrkt","バヌキ"
"堺塘","en","Sakaidomo"
"堺塘","ja","堺塘"
"堺塘","ja-Hrkt","サカイドモ"
"塔の崎","en","Tonosaki"
"塔の崎","ja","塔の崎"
"塔の崎","ja-Hrkt","トウノサキ"
"塔の木","en","Tonoki"
"塔の木","ja","塔の木"
"塔の木","ja-Hrkt","トウノキ"
"塘","en","Tomo"
"塘","ja","塘"
"塘","ja-Hrkt","トモ"
"塚の本","en","Tsukanomoto"
"塚の本","ja","塚の本"
"塚の本","ja-Hrkt","ツカノモト"
"塚原","en","Tsukahara"
"塚原","ja","塚原"
"塚原","ja-Hrkt","ツカハラ"
"塩屋平","en","Shioyahira"
"塩屋平","ja","塩屋平"
"塩屋平","ja-Hrkt","シオヤヒラ"
"塩屋橋","en","Shioya Bashi"
"塩屋橋","ja","塩屋橋"
"塩屋橋","ja-Hrkt","シオヤバシ"
"塩屋浦","en","Shioyaura"
"塩屋浦","ja","塩屋浦"
"塩屋浦","ja-Hrkt","シオヤウラ"
"塩屋（三角）","en","Shioya(Misumi)"
"塩屋（三角）","ja","塩屋（三角）"
"塩屋（三角）","ja-Hrkt","シオヤ(ミスミ)"
"塩屋（上天草）","en","Shoya"
"塩屋（上天草）","ja","塩屋（上天草）"
"塩屋（上天草）","ja-Hrkt","シオヤ"
"塩屋（河内）","en","Shioya(Kawachi)"
"塩屋（河内）","ja","塩屋（河内）"
"塩屋（河内）","ja-Hrkt","シオヤ(カワチ)"
"塩屋（長洲）","en","Shioya(Nagasu)"
"塩屋（長洲）","ja","塩屋（長洲）"
"塩屋（長洲）","ja-Hrkt","シオヤ(ナガス)"
"塩池","en","Shioike"
"塩池","ja","塩池"
"塩池","ja-Hrkt","シオイケ"
"塩浜（栖本）","en","Shiohama(Sumoto)"
"塩浜（栖本）","ja","塩浜（栖本）"
"塩浜（栖本）","ja-Hrkt","シオハマ(スモト)"
"塩浸","en","Shiohitashi"
"塩浸","ja","塩浸"
"塩浸","ja-Hrkt","シオヒタシ"
"境の松","en","Sakainomatsu"
"境の松","ja","境の松"
"境の松","ja-Hrkt","サカイノマツ"
"境木","en","Sakaigi"
"境木","ja","境木"
"境木","ja-Hrkt","サカイギ"
"境目","en","Sakaime"
"境目","ja","境目"
"境目","ja-Hrkt","サカイメ"
"境目町","en","Sakaimemachi"
"境目町","ja","境目町"
"境目町","ja-Hrkt","サカイメマチ"
"増永","en","Masunaga"
"増永","ja","増永"
"増永","ja-Hrkt","マスナガ"
"増見鶴","en","Masumizuru"
"増見鶴","ja","増見鶴"
"増見鶴","ja-Hrkt","マスミヅル"
"壺井橋","en","Tsuboi Bashi"
"壺井橋","ja","壺井橋"
"壺井橋","ja-Hrkt","ツボイバシ"
"変電所前","en","Hendensho Mae"
"変電所前","ja","変電所前"
"変電所前","ja-Hrkt","ヘンデンショマエ"
"外出","en","Hokade"
"外出","ja","外出"
"外出","ja-Hrkt","ホカデ"
"外園","en","Hokazono"
"外園","ja","外園"
"外園","ja-Hrkt","ホカゾノ"
"外平（水俣）","en","Sotsugahira"
"外平（水俣）","ja","外平（水俣）"
"外平（水俣）","ja-Hrkt","ソツガヒラ"
"外平（芦北）","en","Sotsugahira"
"外平（芦北）","ja","外平（芦北）"
"外平（芦北）","ja-Hrkt","ソツガヒラ"
"外沖","en","Sotoki"
"外沖","ja","外沖"
"外沖","ja-Hrkt","ソトオキ"
"外牧","en","Hokamaki"
"外牧","ja","外牧"
"外牧","ja-Hrkt","ホカマキ"
"多々野","en","Tatano"
"多々野","ja","多々野"
"多々野","ja-Hrkt","タタノ"
"多出迫","en","Tadesako"
"多出迫","ja","多出迫"
"多出迫","ja-Hrkt","タデサコ"
"多良木","en","Taragi"
"多良木","ja","多良木"
"多良木","ja-Hrkt","タラギ"
"多良木小学校前","en","Taragi Shogakko Mae"
"多良木小学校前","ja","多良木小学校前"
"多良木小学校前","ja-Hrkt","タラギショウガッコウマエ"
"多良木役場前","en","Taragi Yakuba Mae"
"多良木役場前","ja","多良木役場前"
"多良木役場前","ja-Hrkt","タラギヤクバマエ"
"多良木警察署前","en","Taragi Keisatsusho Mae"
"多良木警察署前","ja","多良木警察署前"
"多良木警察署前","ja-Hrkt","タラギケイサツショマエ"
"多良木養護学校","en","Taragi Yogo Gakko"
"多良木養護学校","ja","多良木養護学校"
"多良木養護学校","ja-Hrkt","タラギヨウゴガッコウ"
"多良木駅前","en","Taragi Sta."
"多良木駅前","ja","多良木駅前"
"多良木駅前","ja-Hrkt","タラギエキマエ"
"大の浦","en","Onora"
"大の浦","ja","大の浦"
"大の浦","ja-Hrkt","オオノウラ"
"大串橋","en","Okushi Bashi"
"大串橋","ja","大串橋"
"大串橋","ja-Hrkt","オオクシバシ"
"大丸","en","Omaru"
"大丸","ja","大丸"
"大丸","ja-Hrkt","オオマル"
"大久保公園前","en","Okubo Koen Mae(Okubo Park)"
"大久保公園前","ja","大久保公園前"
"大久保公園前","ja-Hrkt","オオクボコウエンマエ"
"大久保（東郷）","en","Okubo(Togo)"
"大久保（東郷）","ja","大久保（東郷）"
"大久保（東郷）","ja-Hrkt","オオクボ(トウゴウ)"
"大井早","en","Oiso"
"大井早","ja","大井早"
"大井早","ja-Hrkt","オオイソ"
"大仲野","en","Onakano"
"大仲野","ja","大仲野"
"大仲野","ja-Hrkt","オナカノ"
"大倉団地入口","en","Okura Danchi Iriguchi"
"大倉団地入口","ja","大倉団地入口"
